Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Hungary",HUN,4624.28220296128,5276.03318905496,6655.33300865319,8419.43212215959,10301.7017009768,11223.3993032598,11489.5608654088,13940.9067455267,15772.3270292979,13077.3076195053,13217.5045951108,14234.471576937,12984.8365730133,13715.0703590361,14294.2584180751,12717.038597002
"Iceland",ISL,32096.3722613695,28897.4429509795,32409.2279349877,39476.7068546829,47334.9531326661,56794.8802178278,57492.9342498703,69495.7267376825,56943.3596557403,41301.2794286714,43237.0729488958,47714.5922308485,45995.5478789467,49804.9829978371,54576.7448146565,52951.6815110898
"India",IND,442.034778917695,449.911124933268,468.84442830518,543.843798893951,624.105094371897,710.509344850714,802.01374204738,1022.73247550475,993.503412459599,1096.63613605864,1350.63445681517,1449.60330101065,1434.01797842656,1438.05699513067,1559.86377161811,1590.17432166504
"Indonesia",IDN,770.865351580294,739.003946535355,888.901389665655,1052.41319921916,1136.75521127965,1249.3976936371,1572.79793977879,1840.32992667702,2144.38954419985,2239.09526528198,3094.44307855057,3613.80088834845,3668.21208350123,3602.88551680629,3476.62485432866,3322.58167907656
"Iran, Islamic Rep.",IRN,1672.02287650211,1902.94763907225,1910.47713365953,2259.51631976812,2751.7930417505,3226.61397057427,3736.17779257835,4838.00355609278,5623.91168097394,5602.55628183187,6458.57395640309,8201.58167817586,8329.00206687522,6280.68186752661,5757.54333261849,4990.93679537694
"Iraq",IRQ,1963.72283862715,1422.83133890376,1254.16204512828,809.845684048259,1314.76255894742,1740.66833006213,2253.54711274949,3099.59196989479,4504.50809414268,3686.4021329943,4430.42624189518,5736.89895897239,6437.50307624074,6612.90225210234,6215.98603314029,4416.94292281917
"Ireland",IRL,26334.5672050501,28282.409882073,32705.4345565698,41203.5295847568,47754.2023194244,50933.0216095589,54329.1618599624,61396.417461176,61353.1065629523,52133.0906162544,48663.6004439262,52183.1329312158,49054.6974340641,51546.3547634549,55643.0594338739,62053.9844381587
"Isle of Man",IMN,20693.8381675417,21716.9460422835,25230.0755574049,29877.9587606731,35872.72612288,38184.3378343985,42662.6028530438,55072.1779879971,72304.9475048348,66175.2275799728,70625.1685395307,77838.3969262578,79326.3829996936,83204.7471690551,91881.1283613609,84753.4567280589
"Israel",ISR,21630.5707714145,20909.6789490178,19035.0019722506,19627.0318353345,20557.1550703878,21223.9355901939,22494.6000232756,25633.7496115531,30173.1833628451,28316.7853650267,31266.6053174383,34354.7161182231,33156.2283157638,36941.8423573582,38259.6810956173,36206.5222171621
"Italy",ITA,20137.5912217673,20500.9543995672,22376.2978989329,27526.3224609957,31317.2007943296,32055.0920757503,33529.7266014361,37870.7475070969,40944.9124194678,37226.7571935402,36035.6449950699,38649.6394836792,35051.5212697703,35560.0814062291,35565.7213771491,30242.3861352184
"Jamaica",JAM,3447.30389648976,3502.21311800396,3683.89336307069,3557.20060626159,3819.28423090316,4200.38895819768,4435.57147498821,4738.44978809237,5056.25800784386,4452.12080841227,4835.79106820501,5259.93174059193,5365.24214861104,5143.72217220643,4991.56426734718,5077.55163565712
"Japan",JPN,39169.3601759313,34406.1690160364,32820.788626377,35387.0483579741,38298.9801712303,37812.8910174761,35991.5423923387,35779.0156794464,39876.3062956324,41309.0016548642,44968.1562349739,48760.0789494211,49145.2804308193,40898.6478964744,38475.3952461838,34960.6393843385
"Jordan",JOR,1673.35812510644,1738.38341085739,1816.40691988374,1889.4378392036,2062.69597047352,2216.9451815491,2478.29194408734,2643.16930916886,3416.12606742751,3618.89261685515,3914.70123105389,4152.49398098582,4386.4618185538,4477.61832070861,4255.89430213385,4064.25301043642
